date,category_label,category_value,downloads
2019-07-10,combined,py2.6-marshmallow2,3
2019-07-10,combined,py2.7-marshmallow2,11490
2019-07-10,combined,py2.7-marshmallow3,7536
2019-07-10,combined,py3.4-marshmallow2,440
2019-07-10,combined,py3.4-marshmallow3,15
2019-07-10,combined,py3.5-marshmallow2,2268
2019-07-10,combined,py3.5-marshmallow3,3615
2019-07-10,combined,py3.6-marshmallow2,14073
2019-07-10,combined,py3.6-marshmallow3,6285
2019-07-10,combined,py3.7-marshmallow2,9397
2019-07-10,combined,py3.7-marshmallow3,4704
2019-07-10,combined,py3.8-marshmallow2,2
2019-07-10,combined,py2.7-marshmallow2-no_linux,101
2019-07-10,combined,py2.7-marshmallow3-no_linux,6
2019-07-10,combined,py3.4-marshmallow2-no_linux,1
2019-07-10,combined,py3.5-marshmallow2-no_linux,81
2019-07-10,combined,py3.5-marshmallow3-no_linux,13
2019-07-10,combined,py3.6-marshmallow2-no_linux,269
2019-07-10,combined,py3.6-marshmallow3-no_linux,51
2019-07-10,combined,py3.7-marshmallow2-no_linux,511
2019-07-10,combined,py3.7-marshmallow3-no_linux,197
2019-07-10,python_major,2,19049
2019-07-10,python_major,3,40830
2019-07-10,python_major,2-no_linux,107
2019-07-10,python_major,3-no_linux,1123
2019-07-10,python_minor,2.6,3
2019-07-10,python_minor,2.7,19046
2019-07-10,python_minor,3.4,455
2019-07-10,python_minor,3.5,5892
2019-07-10,python_minor,3.6,20379
2019-07-10,python_minor,3.7,14102
2019-07-10,python_minor,3.8,2
2019-07-10,python_minor,2.7-no_linux,107
2019-07-10,python_minor,3.4-no_linux,1
2019-07-10,python_minor,3.5-no_linux,94
2019-07-10,python_minor,3.6-no_linux,320
2019-07-10,python_minor,3.7-no_linux,708
2019-07-10,marshmallow_major,2,37673
2019-07-10,marshmallow_major,3,22155
2019-07-10,marshmallow_major,2-no_linux,963
2019-07-10,marshmallow_major,3-no_linux,267
2019-07-10,marshmallow_version,2.1.0,1
2019-07-10,marshmallow_version,2.1.1,1
2019-07-10,marshmallow_version,2.1.2,3
2019-07-10,marshmallow_version,2.1.3,1
2019-07-10,marshmallow_version,2.2.0,24
2019-07-10,marshmallow_version,2.2.1,11
2019-07-10,marshmallow_version,2.3.0,20
2019-07-10,marshmallow_version,2.4.0,1
2019-07-10,marshmallow_version,2.4.2,11
2019-07-10,marshmallow_version,2.6.0,74
2019-07-10,marshmallow_version,2.6.1,135
2019-07-10,marshmallow_version,2.7.0,2
2019-07-10,marshmallow_version,2.7.1,55
2019-07-10,marshmallow_version,2.7.2,48
2019-07-10,marshmallow_version,2.7.3,221
2019-07-10,marshmallow_version,2.8.0,6
2019-07-10,marshmallow_version,2.9.0,28
2019-07-10,marshmallow_version,2.9.1,180
2019-07-10,marshmallow_version,2.10.0,1
2019-07-10,marshmallow_version,2.10.3,285
2019-07-10,marshmallow_version,2.10.4,22
2019-07-10,marshmallow_version,2.10.5,15
2019-07-10,marshmallow_version,2.11.1,565
2019-07-10,marshmallow_version,2.12.0,4
2019-07-10,marshmallow_version,2.12.1,5
2019-07-10,marshmallow_version,2.12.2,135
2019-07-10,marshmallow_version,2.13.0,56
2019-07-10,marshmallow_version,2.13.1,33
2019-07-10,marshmallow_version,2.13.4,26
2019-07-10,marshmallow_version,2.13.5,472
2019-07-10,marshmallow_version,2.13.6,649
2019-07-10,marshmallow_version,2.14.0,371
2019-07-10,marshmallow_version,2.15.0,1309
2019-07-10,marshmallow_version,2.15.1,447
2019-07-10,marshmallow_version,2.15.2,176
2019-07-10,marshmallow_version,2.15.3,1253
2019-07-10,marshmallow_version,2.15.4,612
2019-07-10,marshmallow_version,2.15.5,54
2019-07-10,marshmallow_version,2.15.6,442
2019-07-10,marshmallow_version,2.16.0,447
2019-07-10,marshmallow_version,2.16.1,286
2019-07-10,marshmallow_version,2.16.2,24
2019-07-10,marshmallow_version,2.16.3,2907
2019-07-10,marshmallow_version,2.17.0,236
2019-07-10,marshmallow_version,2.18.0,699
2019-07-10,marshmallow_version,2.18.1,535
2019-07-10,marshmallow_version,2.19.0,648
2019-07-10,marshmallow_version,2.19.1,354
2019-07-10,marshmallow_version,2.19.2,5988
2019-07-10,marshmallow_version,2.19.3,22
2019-07-10,marshmallow_version,2.19.4,61
2019-07-10,marshmallow_version,2.19.5,17689
2019-07-10,marshmallow_version,2.0.0b2,22
2019-07-10,marshmallow_version,2.0.0b4,1
2019-07-10,marshmallow_version,3.0.0a1,1
2019-07-10,marshmallow_version,3.0.0b1,14
2019-07-10,marshmallow_version,3.0.0b2,34
2019-07-10,marshmallow_version,3.0.0b3,74
2019-07-10,marshmallow_version,3.0.0b4,77
2019-07-10,marshmallow_version,3.0.0b5,73
2019-07-10,marshmallow_version,3.0.0b6,40
2019-07-10,marshmallow_version,3.0.0b7,309
2019-07-10,marshmallow_version,3.0.0b8,114
2019-07-10,marshmallow_version,3.0.0b9,40
2019-07-10,marshmallow_version,3.0.0b10,19
2019-07-10,marshmallow_version,3.0.0b11,124
2019-07-10,marshmallow_version,3.0.0b12,304
2019-07-10,marshmallow_version,3.0.0b13,374
2019-07-10,marshmallow_version,3.0.0b14,2
2019-07-10,marshmallow_version,3.0.0b15,1
2019-07-10,marshmallow_version,3.0.0b16,152
2019-07-10,marshmallow_version,3.0.0b18,168
2019-07-10,marshmallow_version,3.0.0b19,377
2019-07-10,marshmallow_version,3.0.0b20,95
2019-07-10,marshmallow_version,3.0.0rc1,184
2019-07-10,marshmallow_version,3.0.0rc2,50
2019-07-10,marshmallow_version,3.0.0rc3,1201
2019-07-10,marshmallow_version,3.0.0rc4,7016
2019-07-10,marshmallow_version,3.0.0rc5,4145
2019-07-10,marshmallow_version,3.0.0rc6,2744
2019-07-10,marshmallow_version,3.0.0rc7,402
2019-07-10,marshmallow_version,3.0.0rc8,4021
2019-07-10,marshmallow_version,2.3.0-no_linux,1
2019-07-10,marshmallow_version,2.6.0-no_linux,2
2019-07-10,marshmallow_version,2.7.2-no_linux,1
2019-07-10,marshmallow_version,2.7.3-no_linux,17
2019-07-10,marshmallow_version,2.9.1-no_linux,2
2019-07-10,marshmallow_version,2.10.3-no_linux,3
2019-07-10,marshmallow_version,2.10.5-no_linux,1
2019-07-10,marshmallow_version,2.13.1-no_linux,1
2019-07-10,marshmallow_version,2.13.5-no_linux,4
2019-07-10,marshmallow_version,2.13.6-no_linux,19
2019-07-10,marshmallow_version,2.14.0-no_linux,8
2019-07-10,marshmallow_version,2.15.0-no_linux,14
2019-07-10,marshmallow_version,2.15.1-no_linux,3
2019-07-10,marshmallow_version,2.15.2-no_linux,3
2019-07-10,marshmallow_version,2.15.3-no_linux,10
2019-07-10,marshmallow_version,2.15.4-no_linux,6
2019-07-10,marshmallow_version,2.15.6-no_linux,8
2019-07-10,marshmallow_version,2.16.0-no_linux,7
2019-07-10,marshmallow_version,2.16.1-no_linux,2
2019-07-10,marshmallow_version,2.16.3-no_linux,13
2019-07-10,marshmallow_version,2.17.0-no_linux,2
2019-07-10,marshmallow_version,2.18.0-no_linux,19
2019-07-10,marshmallow_version,2.18.1-no_linux,5
2019-07-10,marshmallow_version,2.19.0-no_linux,2
2019-07-10,marshmallow_version,2.19.1-no_linux,5
2019-07-10,marshmallow_version,2.19.2-no_linux,55
2019-07-10,marshmallow_version,2.19.4-no_linux,1
2019-07-10,marshmallow_version,2.19.5-no_linux,749
2019-07-10,marshmallow_version,3.0.0b3-no_linux,1
2019-07-10,marshmallow_version,3.0.0b4-no_linux,3
2019-07-10,marshmallow_version,3.0.0b5-no_linux,10
2019-07-10,marshmallow_version,3.0.0b7-no_linux,1
2019-07-10,marshmallow_version,3.0.0b8-no_linux,5
2019-07-10,marshmallow_version,3.0.0b12-no_linux,30
2019-07-10,marshmallow_version,3.0.0b13-no_linux,1
2019-07-10,marshmallow_version,3.0.0b16-no_linux,3
2019-07-10,marshmallow_version,3.0.0b19-no_linux,2
2019-07-10,marshmallow_version,3.0.0b20-no_linux,1
2019-07-10,marshmallow_version,3.0.0rc1-no_linux,1
2019-07-10,marshmallow_version,3.0.0rc2-no_linux,1
2019-07-10,marshmallow_version,3.0.0rc3-no_linux,3
2019-07-10,marshmallow_version,3.0.0rc4-no_linux,6
2019-07-10,marshmallow_version,3.0.0rc5-no_linux,14
2019-07-10,marshmallow_version,3.0.0rc6-no_linux,30
2019-07-10,marshmallow_version,3.0.0rc7-no_linux,56
2019-07-10,marshmallow_version,3.0.0rc8-no_linux,99
2019-07-11,combined,py3.4-marshmallow3,33
2019-07-11,combined,py2.6-marshmallow2,9
2019-07-11,combined,py3.6-marshmallow2-no_linux,302
2019-07-11,combined,py3.4-marshmallow2-no_linux,3
2019-07-11,combined,py3.5-marshmallow2,2414
2019-07-11,combined,py3.6-marshmallow3,6029
2019-07-11,combined,py2.7-marshmallow2-no_linux,94
2019-07-11,combined,py3.7-marshmallow3-no_linux,158
2019-07-11,combined,py3.4-marshmallow2,336
2019-07-11,combined,py3.5-marshmallow3,3857
2019-07-11,combined,py2.7-marshmallow3-no_linux,14
2019-07-11,combined,py3.3-marshmallow2,1
2019-07-11,combined,py2.7-marshmallow3,3754
2019-07-11,combined,py3.5-marshmallow2-no_linux,138
2019-07-11,combined,py3.6-marshmallow2,14361
2019-07-11,combined,py3.7-marshmallow2,8395
2019-07-11,combined,py3.5-marshmallow3-no_linux,12
2019-07-11,combined,py2.7-marshmallow2,12494
2019-07-11,combined,py3.7-marshmallow2-no_linux,554
2019-07-11,combined,py3.7-marshmallow3,3885
2019-07-11,combined,py3.6-marshmallow3-no_linux,50
2019-07-11,python_major,2-no_linux,109
2019-07-11,python_major,2,16271
2019-07-11,python_major,3,39329
2019-07-11,python_major,3-no_linux,1217
2019-07-11,python_minor,3.6,20405
2019-07-11,python_minor,3.7-no_linux,712
2019-07-11,python_minor,2.7,16262
2019-07-11,python_minor,3.7,12281
2019-07-11,python_minor,3.3,1
2019-07-11,python_minor,3.5-no_linux,150
2019-07-11,python_minor,3.4,369
2019-07-11,python_minor,3.6-no_linux,352
2019-07-11,python_minor,2.7-no_linux,109
2019-07-11,python_minor,2.6,9
2019-07-11,python_minor,3.4-no_linux,3
2019-07-11,python_minor,3.5,6273
2019-07-11,marshmallow_major,2,38010
2019-07-11,marshmallow_major,3-no_linux,234
2019-07-11,marshmallow_major,3,17558
2019-07-11,marshmallow_major,2-no_linux,1091
2019-07-11,marshmallow_version,2.8.0,3
2019-07-11,marshmallow_version,3.0.0b8,79
2019-07-11,marshmallow_version,3.0.0b12,374
2019-07-11,marshmallow_version,2.19.3,27
2019-07-11,marshmallow_version,2.13.3,1
2019-07-11,marshmallow_version,3.0.0rc8-no_linux,69
2019-07-11,marshmallow_version,2.1.0,1
2019-07-11,marshmallow_version,2.15.6-no_linux,5
2019-07-11,marshmallow_version,2.13.4,43
2019-07-11,marshmallow_version,2.6.0,67
2019-07-11,marshmallow_version,3.0.0rc5,1086
2019-07-11,marshmallow_version,2.16.0-no_linux,4
2019-07-11,marshmallow_version,3.0.0b13,298
2019-07-11,marshmallow_version,2.3.0,13
2019-07-11,marshmallow_version,3.0.0rc3,552
2019-07-11,marshmallow_version,2.2.0,23
2019-07-11,marshmallow_version,3.0.0b5,77
2019-07-11,marshmallow_version,3.0.0rc2,49
2019-07-11,marshmallow_version,2.7.1,68
2019-07-11,marshmallow_version,3.0.0b3,50
2019-07-11,marshmallow_version,3.0.0b6,57
2019-07-11,marshmallow_version,2.15.2,133
2019-07-11,marshmallow_version,2.19.3-no_linux,1
2019-07-11,marshmallow_version,2.7.0,2
2019-07-11,marshmallow_version,2.11.1,577
2019-07-11,marshmallow_version,2.14.0-no_linux,9
2019-07-11,marshmallow_version,3.0.0b18,154
2019-07-11,marshmallow_version,3.0.0rc2-no_linux,2
2019-07-11,marshmallow_version,2.9.1,176
2019-07-11,marshmallow_version,2.15.1-no_linux,2
2019-07-11,marshmallow_version,3.0.0b14,20
2019-07-11,marshmallow_version,2.1.2,6
2019-07-11,marshmallow_version,2.15.0-no_linux,3
2019-07-11,marshmallow_version,3.0.0rc6-no_linux,38
2019-07-11,marshmallow_version,3.0.0rc7-no_linux,14
2019-07-11,marshmallow_version,2.10.5,28
2019-07-11,marshmallow_version,2.15.3,1695
2019-07-11,marshmallow_version,2.15.6,335
2019-07-11,marshmallow_version,2.10.2,2
2019-07-11,marshmallow_version,2.19.0,482
2019-07-11,marshmallow_version,2.15.5,101
2019-07-11,marshmallow_version,2.16.0,393
2019-07-11,marshmallow_version,2.13.5,530
2019-07-11,marshmallow_version,2.15.4,493
2019-07-11,marshmallow_version,3.0.0b19-no_linux,1
2019-07-11,marshmallow_version,2.12.0,1
2019-07-11,marshmallow_version,3.0.0rc4,7098
2019-07-11,marshmallow_version,3.0.0b5-no_linux,19
2019-07-11,marshmallow_version,3.0.0b20-no_linux,1
2019-07-11,marshmallow_version,3.0.0b17,4
2019-07-11,marshmallow_version,2.16.1,475
2019-07-11,marshmallow_version,2.4.2,18
2019-07-11,marshmallow_version,3.0.0a1,1
2019-07-11,marshmallow_version,2.16.1-no_linux,7
2019-07-11,marshmallow_version,2.19.5-no_linux,912
2019-07-11,marshmallow_version,3.0.0rc3-no_linux,3
2019-07-11,marshmallow_version,2.6.0-no_linux,4
2019-07-11,marshmallow_version,2.10.4,23
2019-07-11,marshmallow_version,2.15.1,469
2019-07-11,marshmallow_version,3.0.0rc1,157
2019-07-11,marshmallow_version,2.13.6-no_linux,11
2019-07-11,marshmallow_version,2.17.0,206
2019-07-11,marshmallow_version,3.0.0b20,128
2019-07-11,marshmallow_version,2.13.0,56
2019-07-11,marshmallow_version,3.0.0b9,23
2019-07-11,marshmallow_version,3.0.0b15,3
2019-07-11,marshmallow_version,2.16.2,10
2019-07-11,marshmallow_version,2.19.1,280
2019-07-11,marshmallow_version,3.0.0b16,191
2019-07-11,marshmallow_version,2.13.6,643
2019-07-11,marshmallow_version,2.10.1,4
2019-07-11,marshmallow_version,2.17.0-no_linux,4
2019-07-11,marshmallow_version,3.0.0b12-no_linux,43
2019-07-11,marshmallow_version,3.0.0rc7,541
2019-07-11,marshmallow_version,2.15.4-no_linux,6
2019-07-11,marshmallow_version,3.0.0rc5-no_linux,19
2019-07-11,marshmallow_version,2.13.1,37
2019-07-11,marshmallow_version,2.15.0,1200
2019-07-11,marshmallow_version,2.12.1,3
2019-07-11,marshmallow_version,2.12.1-no_linux,1
2019-07-11,marshmallow_version,2.19.4-no_linux,1
2019-07-11,marshmallow_version,2.19.0-no_linux,4
2019-07-11,marshmallow_version,2.18.0,736
2019-07-11,marshmallow_version,2.0.0b2,17
2019-07-11,marshmallow_version,2.5.0,4
2019-07-11,marshmallow_version,2.7.1-no_linux,1
2019-07-11,marshmallow_version,3.0.0b1,13
2019-07-11,marshmallow_version,2.2.1,9
2019-07-11,marshmallow_version,3.0.0rc4-no_linux,11
2019-07-11,marshmallow_version,3.0.0b4,66
2019-07-11,marshmallow_version,2.6.1,134
2019-07-11,marshmallow_version,3.0.0b11,118
2019-07-11,marshmallow_version,2.15.2-no_linux,1
2019-07-11,marshmallow_version,2.10.3,241
2019-07-11,marshmallow_version,2.19.2,7052
2019-07-11,marshmallow_version,2.10.4-no_linux,2
2019-07-11,marshmallow_version,3.0.0b10,32
2019-07-11,marshmallow_version,2.15.3-no_linux,5
2019-07-11,marshmallow_version,2.16.3-no_linux,12
2019-07-11,marshmallow_version,2.13.0-no_linux,1
2019-07-11,marshmallow_version,2.19.1-no_linux,1
2019-07-11,marshmallow_version,2.18.1-no_linux,5
2019-07-11,marshmallow_version,3.0.0b7,332
2019-07-11,marshmallow_version,2.18.1,636
2019-07-11,marshmallow_version,2.12.2,146
2019-07-11,marshmallow_version,3.0.0rc8,3471
2019-07-11,marshmallow_version,2.13.1-no_linux,1
2019-07-11,marshmallow_version,2.19.5,17064
2019-07-11,marshmallow_version,3.0.0rc1-no_linux,1
2019-07-11,marshmallow_version,2.10.0,1
2019-07-11,marshmallow_version,2.19.4,34
2019-07-11,marshmallow_version,2.16.3,2572
2019-07-11,marshmallow_version,3.0.0b13-no_linux,4
2019-07-11,marshmallow_version,3.0.0b2,41
2019-07-11,marshmallow_version,2.7.3,332
2019-07-11,marshmallow_version,2.14.0,330
2019-07-11,marshmallow_version,3.0.0b18-no_linux,1
2019-07-11,marshmallow_version,2.4.0,3
2019-07-11,marshmallow_version,2.18.0-no_linux,12
2019-07-11,marshmallow_version,2.19.2-no_linux,49
2019-07-11,marshmallow_version,3.0.0rc6,2201
2019-07-11,marshmallow_version,2.9.0,39
2019-07-11,marshmallow_version,2.9.1-no_linux,1
2019-07-11,marshmallow_version,3.0.0b19,342
2019-07-11,marshmallow_version,3.0.0b2-no_linux,3
2019-07-11,marshmallow_version,2.13.5-no_linux,8
2019-07-11,marshmallow_version,2.7.2,36
2019-07-11,marshmallow_version,3.0.0b16-no_linux,2
2019-07-11,marshmallow_version,3.0.0b7-no_linux,3
2019-07-11,marshmallow_version,2.7.3-no_linux,18
2019-06-07,combined,py2.7-marshmallow3,3044
2019-06-07,combined,py3.5-marshmallow2-no_linux,103
2019-06-07,combined,py2.7-marshmallow2,10636
2019-06-07,combined,py3.8-marshmallow2,7
2019-06-07,combined,py3.6-marshmallow2-no_linux,275
2019-06-07,combined,py3.8-marshmallow3,4
2019-06-07,combined,py3.7-marshmallow3-no_linux,138
2019-06-07,combined,py2.7-marshmallow3-no_linux,12
2019-06-07,combined,py2.6-marshmallow2,13
2019-06-07,combined,py3.7-marshmallow2,6297
2019-06-07,combined,py3.5-marshmallow3-no_linux,26
2019-06-07,combined,py3.6-marshmallow3-no_linux,71
2019-06-07,combined,py3.6-marshmallow3,3779
2019-06-07,combined,py3.4-marshmallow2,426
2019-06-07,combined,py3.4-marshmallow3,51
2019-06-07,combined,py3.6-marshmallow2,10765
2019-06-07,combined,py2.7-marshmallow2-no_linux,64
2019-06-07,combined,py3.5-marshmallow2,2049
2019-06-07,combined,py3.7-marshmallow2-no_linux,356
2019-06-07,combined,py3.4-marshmallow2-no_linux,2
2019-06-07,combined,py3.7-marshmallow3,3032
2019-06-07,combined,py3.5-marshmallow3,629
2019-06-07,python_major,2,13723
2019-06-07,python_major,2-no_linux,76
2019-06-07,python_major,3,27116
2019-06-07,python_major,3-no_linux,973
2019-06-07,python_minor,3.4-no_linux,2
2019-06-07,python_minor,3.7,9333
2019-06-07,python_minor,3.7-no_linux,496
2019-06-07,python_minor,3.4,479
2019-06-07,python_minor,2.7,13710
2019-06-07,python_minor,3.5-no_linux,129
2019-06-07,python_minor,3.8,11
2019-06-07,python_minor,3.6,14611
2019-06-07,python_minor,2.7-no_linux,76
2019-06-07,python_minor,3.6-no_linux,346
2019-06-07,python_minor,2.6,13
2019-06-07,python_minor,3.5,2682
2019-06-07,marshmallow_major,3-no_linux,247
2019-06-07,marshmallow_major,3,10539
2019-06-07,marshmallow_major,2-no_linux,800
2019-06-07,marshmallow_major,2,30193
2019-06-07,marshmallow_version,2.7.3-no_linux,19
2019-06-07,marshmallow_version,2.9.1-no_linux,2
2019-06-07,marshmallow_version,2.1.2,4
2019-06-07,marshmallow_version,2.9.0,8
2019-06-07,marshmallow_version,2.15.4-no_linux,4
2019-06-07,marshmallow_version,3.0.0a1,2
2019-06-07,marshmallow_version,2.16.1,397
2019-06-07,marshmallow_version,2.13.5-no_linux,4
2019-06-07,marshmallow_version,3.0.0rc5-no_linux,9
2019-06-07,marshmallow_version,3.0.0b6,20
2019-06-07,marshmallow_version,2.15.6-no_linux,7
2019-06-07,marshmallow_version,2.13.5,374
2019-06-07,marshmallow_version,2.14.0-no_linux,4
2019-06-07,marshmallow_version,2.18.1-no_linux,8
2019-06-07,marshmallow_version,2.19.1,303
2019-06-07,marshmallow_version,2.15.4,365
2019-06-07,marshmallow_version,2.4.2,4
2019-06-07,marshmallow_version,2.15.2-no_linux,3
2019-06-07,marshmallow_version,2.13.0-no_linux,3
2019-06-07,marshmallow_version,3.0.0rc3,1063
2019-06-07,marshmallow_version,3.0.0rc4,2700
2019-06-07,marshmallow_version,3.0.0b14,23
2019-06-07,marshmallow_version,2.13.3,1
2019-06-07,marshmallow_version,3.0.0b11-no_linux,1
2019-06-07,marshmallow_version,2.18.0-no_linux,12
2019-06-07,marshmallow_version,2.16.0-no_linux,1
2019-06-07,marshmallow_version,3.0.0b19,360
2019-06-07,marshmallow_version,2.15.1,577
2019-06-07,marshmallow_version,2.7.0,2
2019-06-07,marshmallow_version,2.10.0-no_linux,1
2019-06-07,marshmallow_version,2.10.3-no_linux,1
2019-06-07,marshmallow_version,2.13.4-no_linux,1
2019-06-07,marshmallow_version,2.10.3,605
2019-06-07,marshmallow_version,3.0.0b3,84
2019-06-07,marshmallow_version,3.0.0b1,25
2019-06-07,marshmallow_version,3.0.0b10,16
2019-06-07,marshmallow_version,3.0.0b4,24
2019-06-07,marshmallow_version,2.9.1,150
2019-06-07,marshmallow_version,2.6.1,156
2019-06-07,marshmallow_version,2.18.1,551
2019-06-07,marshmallow_version,3.0.0b9,37
2019-06-07,marshmallow_version,3.0.0b5-no_linux,9
2019-06-07,marshmallow_version,3.0.0rc2-no_linux,3
2019-06-07,marshmallow_version,2.16.1-no_linux,8
2019-06-07,marshmallow_version,3.0.0rc6-no_linux,137
2019-06-07,marshmallow_version,3.0.0b2-no_linux,3
2019-06-07,marshmallow_version,2.10.5,26
2019-06-07,marshmallow_version,3.0.0rc1-no_linux,1
2019-06-07,marshmallow_version,3.0.0rc1,180
2019-06-07,marshmallow_version,2.10.0,1
2019-06-07,marshmallow_version,3.0.0b13-no_linux,1
2019-06-07,marshmallow_version,2.0.0b4,1
2019-06-07,marshmallow_version,3.0.0rc5,1132
2019-06-07,marshmallow_version,2.14.0,271
2019-06-07,marshmallow_version,3.0.0b2,77
2019-06-07,marshmallow_version,3.0.0b16-no_linux,1
2019-06-07,marshmallow_version,2.19.2-no_linux,665
2019-06-07,marshmallow_version,2.19.0,459
2019-06-07,marshmallow_version,2.7.3,142
2019-06-07,marshmallow_version,3.0.0rc2,31
2019-06-07,marshmallow_version,3.0.0rc3-no_linux,1
2019-06-07,marshmallow_version,3.0.0b20-no_linux,3
2019-06-07,marshmallow_version,2.17.0,156
2019-06-07,marshmallow_version,2.13.6,562
2019-06-07,marshmallow_version,2.7.1,33
2019-06-07,marshmallow_version,2.16.3,2721
2019-06-07,marshmallow_version,2.7.2,53
2019-06-07,marshmallow_version,2.15.0,783
2019-06-07,marshmallow_version,2.12.2,45
2019-06-07,marshmallow_version,3.0.0b8,38
2019-06-07,marshmallow_version,2.8.0,5
2019-06-07,marshmallow_version,2.2.0,17
2019-06-07,marshmallow_version,3.0.0b5,62
2019-06-07,marshmallow_version,2.0.0b2,4
2019-06-07,marshmallow_version,2.12.1,4
2019-06-07,marshmallow_version,2.15.6,332
2019-06-07,marshmallow_version,2.10.4,20
2019-06-07,marshmallow_version,3.0.0b13,301
2019-06-07,marshmallow_version,2.4.0,3
2019-06-07,marshmallow_version,2.3.0,1
2019-06-07,marshmallow_version,2.2.1,14
2019-06-07,marshmallow_version,2.15.1-no_linux,6
2019-06-07,marshmallow_version,2.17.0-no_linux,1
2019-06-07,marshmallow_version,3.0.0b16,138
2019-06-07,marshmallow_version,2.15.2,179
2019-06-07,marshmallow_version,2.1.0,5
2019-06-07,marshmallow_version,2.16.3-no_linux,12
2019-06-07,marshmallow_version,2.19.2,18266
2019-06-07,marshmallow_version,2.15.0-no_linux,18
2019-06-07,marshmallow_version,3.0.0b20,245
2019-06-07,marshmallow_version,2.19.1-no_linux,1
2019-06-07,marshmallow_version,2.13.6-no_linux,7
2019-06-07,marshmallow_version,2.0.0b1,19
2019-06-07,marshmallow_version,3.0.0b11,77
2019-06-07,marshmallow_version,2.13.4,41
2019-06-07,marshmallow_version,2.16.2,14
2019-06-07,marshmallow_version,2.13.0,89
2019-06-07,marshmallow_version,3.0.0b12-no_linux,67
2019-06-07,marshmallow_version,2.15.3,883
2019-06-07,marshmallow_version,3.0.0b7,211
2019-06-07,marshmallow_version,2.15.3-no_linux,8
2019-06-07,marshmallow_version,2.11.1,360
2019-06-07,marshmallow_version,2.6.0,101
2019-06-07,marshmallow_version,2.18.0,637
2019-06-07,marshmallow_version,3.0.0rc4-no_linux,10
2019-06-07,marshmallow_version,2.16.0,350
2019-06-07,marshmallow_version,3.0.0b12,406
2019-06-07,marshmallow_version,3.0.0b18,167
2019-06-07,marshmallow_version,3.0.0b8-no_linux,1
2019-06-07,marshmallow_version,2.19.0-no_linux,4
2019-06-07,marshmallow_version,2.13.1,40
2019-06-07,marshmallow_version,3.0.0b15,1
2019-06-07,marshmallow_version,2.15.5,55
2019-06-07,marshmallow_version,2.12.0,4
2019-06-07,marshmallow_version,3.0.0rc6,3119
2019-06-01,combined,py3.8-marshmallow2,1
2019-06-01,combined,py3.4-marshmallow2-no_linux,1
2019-06-01,python_minor,3.8,1
2019-06-01,python_minor,3.4-no_linux,1
2019-06-01,marshmallow_version,3.0.0b4-no_linux,1
2019-06-01,marshmallow_version,2.1.0,1
2019-06-01,marshmallow_version,2.16.2,1
2019-06-01,marshmallow_version,2.18.0-no_linux,1
2019-06-01,marshmallow_version,2.0.0b2,1
2019-06-01,marshmallow_version,2.17.0-no_linux,1
2019-06-01,marshmallow_version,2.13.5-no_linux,1
2019-06-01,marshmallow_version,3.0.0b20-no_linux,1
2019-06-01,marshmallow_version,3.0.0b6-no_linux,1
2019-06-01,marshmallow_version,2.3.0,1
2019-06-01,marshmallow_version,3.0.0b16-no_linux,1
2019-06-01,marshmallow_version,2.13.4-no_linux,1
2019-06-01,marshmallow_version,2.15.4-no_linux,1
2019-06-01,combined,py3.5-marshmallow3-no_linux,2
2019-06-01,marshmallow_version,2.7.2-no_linux,2
2019-06-01,marshmallow_version,2.15.0-no_linux,2
2019-06-01,marshmallow_version,3.0.0rc5-no_linux,2
2019-06-01,marshmallow_version,3.0.0b6,2
2019-06-01,marshmallow_version,2.15.5-no_linux,2
2019-06-01,marshmallow_version,2.13.6-no_linux,3
2019-06-01,marshmallow_version,2.7.2,3
2019-06-01,marshmallow_version,2.1.2,3
2019-06-01,marshmallow_version,2.2.1,3
2019-06-01,marshmallow_version,2.15.3-no_linux,3
2019-06-01,marshmallow_version,3.0.0b16,3
2019-06-01,marshmallow_version,3.0.0rc4-no_linux,3
2019-06-01,marshmallow_version,3.0.0b3,3
2019-06-01,combined,py3.6-marshmallow3-no_linux,4
2019-06-01,combined,py2.6-marshmallow2,4
2019-06-01,python_minor,2.6,4
2019-06-01,marshmallow_version,2.16.3-no_linux,4
2019-06-01,marshmallow_version,2.14.0-no_linux,4
2019-06-01,marshmallow_version,2.15.1-no_linux,4
2019-06-01,marshmallow_version,2.10.4,4
2019-06-01,marshmallow_version,2.13.1,4
2019-06-01,combined,py3.4-marshmallow3,5
2019-06-01,combined,py2.7-marshmallow3-no_linux,5
2019-06-01,marshmallow_version,3.0.0b14,5
2019-06-01,marshmallow_version,2.9.1,5
2019-06-01,marshmallow_version,3.0.0b4,5
2019-06-01,marshmallow_version,2.8.0,5
2019-06-01,marshmallow_major,2-no_linux,261
2019-06-01,marshmallow_version,3.0.0rc3,261
2019-06-01,marshmallow_version,2.10.5,6
2019-06-01,marshmallow_version,2.7.3-no_linux,6
2019-06-01,marshmallow_version,3.0.0b10,6
2019-06-01,marshmallow_version,3.0.0b5-no_linux,6
2019-06-01,marshmallow_version,3.0.0b9,6
2019-06-01,marshmallow_version,2.13.4,7
2019-06-01,marshmallow_version,2.2.0,8
2019-06-01,python_major,3-no_linux,265
2019-06-01,marshmallow_version,3.0.0rc2,10
2019-06-01,marshmallow_version,3.0.0rc4,267
2019-06-01,marshmallow_version,2.12.2,12
