date,category_label,category_value,downloads
2019-05-21,combined,py3.4-marshmallow3,62
2019-05-21,combined,py3.6-marshmallow2-no_linux,362
2019-05-21,combined,py3.7-marshmallow3,3288
2019-05-21,combined,py3.8-marshmallow2,8
2019-05-21,combined,py3.5-marshmallow2-no_linux,104
2019-05-21,combined,py3.6-marshmallow2,13883
2019-05-21,combined,py2.7-marshmallow2,13731
2019-05-21,combined,py3.5-marshmallow3-no_linux,4
2019-05-21,python_major,3,32252
2019-05-21,python_major,3-no_linux,1206
2019-05-21,python_major,2-no_linux,109
2019-05-21,python_major,2,16452
2019-05-21,python_minor,3.6-no_linux,474
2019-05-21,python_minor,3.6,18384
2019-05-21,python_minor,3.4,480
2019-05-21,python_minor,2.6,3
2019-05-21,python_minor,3.5,3246
2019-05-21,python_minor,3.8,77
2019-05-21,python_minor,2.7-no_linux,109
2019-05-21,python_minor,3.7,10065
2019-05-21,python_minor,3.5-no_linux,108
2019-05-21,python_minor,3.7-no_linux,621
2019-05-21,python_minor,3.4-no_linux,3
2019-05-21,python_minor,2.7,16449
2019-05-21,marshmallow_major,3,11509
2019-05-21,marshmallow_major,2-no_linux,1039
2019-05-21,marshmallow_major,3-no_linux,276
2019-05-21,marshmallow_major,2,37173
2019-05-21,marshmallow_version,2.16.0,351
2019-05-21,marshmallow_version,2.15.1,852
2019-05-21,marshmallow_version,3.0.0b5-no_linux,12
2019-05-21,marshmallow_version,3.0.0b18-no_linux,2
2019-05-21,marshmallow_version,3.0.0b19,518
2019-05-21,marshmallow_version,3.0.0b11-no_linux,2
2019-05-21,marshmallow_version,2.8.0,3
2019-05-21,marshmallow_version,2.7.1,85
2019-05-21,marshmallow_version,2.10.3,590
2019-05-21,marshmallow_version,2.3.0,3
2019-05-21,marshmallow_version,3.0.0rc4-no_linux,32
2019-05-21,marshmallow_version,2.18.0-no_linux,14
2019-05-21,marshmallow_version,2.6.1-no_linux,2
2019-05-21,marshmallow_version,2.16.3-no_linux,37
2019-05-21,marshmallow_version,2.7.3,225
2019-05-21,marshmallow_version,3.0.0b20,200
2019-05-21,marshmallow_version,2.15.0-no_linux,18
2019-05-21,marshmallow_version,2.9.0,58
2019-05-21,marshmallow_version,3.0.0b9-no_linux,2
2019-05-21,marshmallow_version,3.0.0b18,245
2019-05-21,marshmallow_version,2.12.1,6
2019-05-21,marshmallow_version,2.7.3-no_linux,12
2019-05-21,marshmallow_version,3.0.0rc5,1192
2019-05-21,marshmallow_version,3.0.0rc1,245
2019-05-21,marshmallow_version,2.19.2,23138
2019-05-21,marshmallow_version,2.16.2,64
2019-05-21,marshmallow_version,3.0.0b9,36
2019-05-21,marshmallow_version,2.1.0,1
2019-05-21,marshmallow_version,2.17.0-no_linux,15
2019-05-21,marshmallow_version,3.0.0rc6-no_linux,138
2019-05-21,marshmallow_version,2.1.2,3
2019-05-21,marshmallow_version,2.13.5,531
2019-05-21,marshmallow_version,3.0.0rc2,41
2019-05-21,marshmallow_version,2.4.2,13
2019-05-21,marshmallow_version,2.2.0-no_linux,1
2019-05-21,marshmallow_version,2.15.3-no_linux,9
2019-05-21,marshmallow_version,3.0.0b13,293
2019-05-21,marshmallow_version,2.13.0-no_linux,1
2019-05-21,marshmallow_version,3.0.0b6,27
2019-05-21,marshmallow_version,2.13.5-no_linux,4
2019-05-21,marshmallow_version,2.18.1-no_linux,2
2019-05-21,marshmallow_version,2.15.1-no_linux,4
2019-05-21,marshmallow_version,3.0.0b16-no_linux,1
2019-05-21,marshmallow_version,3.0.0rc4,3310
2019-05-21,marshmallow_version,3.0.0b7,224
2019-05-21,marshmallow_version,2.15.2-no_linux,1
2019-05-21,marshmallow_version,2.15.2,108
2019-05-21,marshmallow_version,3.0.0b17,6
2019-05-21,marshmallow_version,3.0.0b8,119
2019-05-21,marshmallow_version,2.1.1,2
2019-05-21,marshmallow_version,2.13.6,788
2019-05-21,marshmallow_version,3.0.0rc3,491
2019-05-21,marshmallow_version,2.15.3,788
2019-05-21,marshmallow_version,2.13.6-no_linux,14
2019-05-21,marshmallow_version,2.11.1,369
2019-05-21,marshmallow_version,3.0.0b8-no_linux,1
2019-05-21,marshmallow_version,2.15.6-no_linux,5
2019-05-21,marshmallow_version,2.10.0,1
2019-05-21,marshmallow_version,2.2.1,11
2019-05-21,marshmallow_version,2.10.2-no_linux,2
2019-05-21,marshmallow_version,3.0.0b3,65
2019-05-21,marshmallow_version,3.0.0b4-no_linux,1
2019-05-21,marshmallow_version,3.0.0rc1-no_linux,3
2019-05-21,marshmallow_version,3.0.0b16,157
2019-05-21,marshmallow_version,3.0.0b4,67
2019-05-21,marshmallow_version,2.10.4,15
2019-05-21,marshmallow_version,3.0.0b11,126
2019-05-21,marshmallow_version,3.0.0b19-no_linux,11
2019-05-21,marshmallow_version,3.0.0rc5-no_linux,29
2019-05-21,marshmallow_version,2.18.1,627
2019-05-21,marshmallow_version,3.0.0b1,29
2019-05-21,marshmallow_version,2.14.0,397
2019-05-21,marshmallow_version,2.0.0b4,2
2019-05-21,marshmallow_version,2.4.0,5
2019-05-21,marshmallow_version,2.16.1-no_linux,2
2019-05-21,marshmallow_version,2.10.2,2
2019-05-21,marshmallow_version,3.0.0rc3-no_linux,2
2019-05-21,marshmallow_version,2.12.0,3
2019-05-21,marshmallow_version,3.0.0b13-no_linux,3
2019-05-21,marshmallow_version,2.0.0b1,1
2019-05-21,marshmallow_version,3.0.0b5,73
2019-05-21,marshmallow_version,2.19.0-no_linux,7
2019-05-21,marshmallow_version,2.15.0,1044
2019-05-21,marshmallow_version,2.0.0,1
2019-05-21,marshmallow_version,2.12.2-no_linux,3
2019-05-21,marshmallow_version,2.2.0,20
2019-05-21,marshmallow_version,2.6.1,176
2019-05-21,marshmallow_version,2.9.1-no_linux,2
2019-05-21,marshmallow_version,2.15.6,333
2019-05-21,marshmallow_version,2.13.4,53
2019-05-21,marshmallow_version,2.17.0,183
2019-05-21,marshmallow_version,3.0.0b7-no_linux,1
2019-05-21,marshmallow_version,3.0.0b12,416
2019-05-21,marshmallow_version,3.0.0b2,134
2019-05-21,marshmallow_version,3.0.0b10,16
2019-05-21,marshmallow_version,2.14.0-no_linux,7
2019-05-21,marshmallow_version,2.16.1,188
2019-05-21,marshmallow_version,3.0.0b2-no_linux,2
2019-05-21,marshmallow_version,2.15.5,116
2019-05-21,marshmallow_version,2.6.0,60
2019-05-21,marshmallow_version,3.0.0rc6,3455
2019-05-21,marshmallow_version,2.19.1-no_linux,7
2019-05-21,marshmallow_version,2.16.3,3149
2019-05-21,marshmallow_version,3.0.0b20-no_linux,2
2019-05-21,marshmallow_version,2.13.1-no_linux,2
2019-05-21,marshmallow_version,2.7.0,24
2019-05-21,marshmallow_version,2.10.4-no_linux,1
2019-05-21,marshmallow_version,2.19.2-no_linux,853
2019-05-21,marshmallow_version,3.0.0rc2-no_linux,2
2019-05-21,marshmallow_version,2.10.5,39
2019-05-21,marshmallow_version,2.7.2,34
2019-05-21,marshmallow_version,2.15.4,472
2019-05-21,marshmallow_version,2.19.1,414
2019-05-21,marshmallow_version,2.19.0,597
2019-05-21,marshmallow_version,2.13.1,77
2019-05-21,marshmallow_version,3.0.0b12-no_linux,30
2019-05-21,marshmallow_version,3.0.0b14,24
2019-05-21,marshmallow_version,2.6.0-no_linux,3
2019-05-21,marshmallow_version,2.0.0b2,16
2019-05-21,marshmallow_version,2.15.4-no_linux,11
2019-05-21,marshmallow_version,2.12.2,101
2019-05-21,marshmallow_version,2.9.1,226
2019-05-21,marshmallow_version,2.13.0,98
2019-05-21,marshmallow_version,2.18.0,710
2019-06-20,combined,py2.6-marshmallow2,6
2019-06-20,combined,py2.7-marshmallow2,13280
2019-06-20,combined,py2.7-marshmallow3,5859
2019-06-20,combined,py3.3-marshmallow3,2
2019-06-20,combined,py3.4-marshmallow2,390
2019-06-20,combined,py3.4-marshmallow3,37
2019-06-20,combined,py3.5-marshmallow2,2715
2019-06-20,combined,py3.5-marshmallow3,794
2019-06-20,combined,py3.6-marshmallow2,12881
2019-06-20,combined,py3.6-marshmallow3,3978
2019-06-20,combined,py3.7-marshmallow2,7615
2019-06-20,combined,py3.7-marshmallow3,3077
2019-06-20,combined,py3.8-marshmallow3,4
2019-06-20,combined,py2.7-marshmallow2-no_linux,141
2019-06-20,combined,py2.7-marshmallow3-no_linux,14
2019-06-20,combined,py3.4-marshmallow2-no_linux,1
2019-06-20,combined,py3.4-marshmallow3-no_linux,1
2019-06-20,combined,py3.5-marshmallow2-no_linux,98
2019-06-20,combined,py3.5-marshmallow3-no_linux,5
2019-06-20,combined,py3.6-marshmallow2-no_linux,373
2019-06-20,combined,py3.6-marshmallow3-no_linux,57
2019-06-20,combined,py3.7-marshmallow2-no_linux,626
2019-06-20,combined,py3.7-marshmallow3-no_linux,131
2019-06-20,python_major,2,19166
2019-06-20,python_major,3,31503
2019-06-20,python_major,2-no_linux,156
2019-06-20,python_major,3-no_linux,1293
2019-06-20,python_minor,2.6,6
2019-06-20,python_minor,2.7,19160
2019-06-20,python_minor,3.3,2
2019-06-20,python_minor,3.4,427
2019-06-20,python_minor,3.5,3509
2019-06-20,python_minor,3.6,16865
2019-06-20,python_minor,3.7,10696
2019-06-20,python_minor,3.8,4
2019-06-20,python_minor,2.7-no_linux,156
2019-06-20,python_minor,3.4-no_linux,2
2019-06-20,python_minor,3.5-no_linux,103
2019-06-20,python_minor,3.6-no_linux,430
2019-06-20,python_minor,3.7-no_linux,758
2019-06-20,marshmallow_major,2,36887
2019-06-20,marshmallow_major,3,13751
2019-06-20,marshmallow_major,2-no_linux,1239
2019-06-20,marshmallow_major,3-no_linux,208
2019-06-20,marshmallow_version,2.1.2,3
2019-06-20,marshmallow_version,2.2.0,20
2019-06-20,marshmallow_version,2.2.1,9
2019-06-20,marshmallow_version,2.3.0,1
2019-06-20,marshmallow_version,2.4.0,4
2019-06-20,marshmallow_version,2.4.2,3
2019-06-20,marshmallow_version,2.5.0,1
2019-06-20,marshmallow_version,2.6.0,85
2019-06-20,marshmallow_version,2.6.1,128
2019-06-20,marshmallow_version,2.7.0,2
2019-06-20,marshmallow_version,2.7.1,61
2019-06-20,marshmallow_version,2.7.2,12
2019-06-20,marshmallow_version,2.7.3,347
2019-06-20,marshmallow_version,2.8.0,2
2019-06-20,marshmallow_version,2.9.0,42
2019-06-20,marshmallow_version,2.9.1,157
2019-06-20,marshmallow_version,2.10.1,11
2019-06-20,marshmallow_version,2.10.3,418
2019-06-20,marshmallow_version,2.10.4,19
2019-06-20,marshmallow_version,2.10.5,21
2019-06-20,marshmallow_version,2.11.1,461
2019-06-20,marshmallow_version,2.12.0,4
2019-06-20,marshmallow_version,2.12.1,10
2019-06-20,marshmallow_version,2.12.2,148
2019-06-20,marshmallow_version,2.13.0,65
2019-06-20,marshmallow_version,2.13.1,34
2019-06-20,marshmallow_version,2.13.3,1
2019-06-20,marshmallow_version,2.13.4,80
2019-06-20,marshmallow_version,2.13.5,520
2019-06-20,marshmallow_version,2.13.6,768
2019-06-20,marshmallow_version,2.14.0,292
2019-06-20,marshmallow_version,2.15.0,1140
2019-06-20,marshmallow_version,2.15.1,624
2019-06-20,marshmallow_version,2.15.2,110
2019-06-20,marshmallow_version,2.15.3,1165
2019-06-20,marshmallow_version,2.15.4,382
2019-06-20,marshmallow_version,2.15.5,113
2019-06-20,marshmallow_version,2.15.6,394
2019-06-20,marshmallow_version,2.16.0,237
2019-06-20,marshmallow_version,2.16.1,528
2019-06-20,marshmallow_version,2.16.2,18
2019-06-20,marshmallow_version,2.16.3,2870
2019-06-20,marshmallow_version,2.17.0,213
2019-06-20,marshmallow_version,2.18.0,741
2019-06-20,marshmallow_version,2.18.1,481
2019-06-20,marshmallow_version,2.19.0,915
2019-06-20,marshmallow_version,2.19.1,416
2019-06-20,marshmallow_version,2.19.2,8105
2019-06-20,marshmallow_version,2.19.3,18
2019-06-20,marshmallow_version,2.19.4,229
2019-06-20,marshmallow_version,2.19.5,14431
2019-06-20,marshmallow_version,2.0.0b1,1
2019-06-20,marshmallow_version,2.0.0b2,27
2019-06-20,marshmallow_version,3.0.0a1,1
2019-06-20,marshmallow_version,3.0.0b1,19
2019-06-20,marshmallow_version,3.0.0b2,122
2019-06-20,marshmallow_version,3.0.0b3,76
2019-06-20,marshmallow_version,3.0.0b4,72
2019-06-20,marshmallow_version,3.0.0b5,51
2019-06-20,marshmallow_version,3.0.0b6,42
2019-06-20,marshmallow_version,3.0.0b7,220
2019-06-20,marshmallow_version,3.0.0b8,90
2019-06-20,marshmallow_version,3.0.0b9,52
2019-06-20,marshmallow_version,3.0.0b10,16
2019-06-20,marshmallow_version,3.0.0b11,166
2019-06-20,marshmallow_version,3.0.0b12,263
2019-06-20,marshmallow_version,3.0.0b13,392
2019-06-20,marshmallow_version,3.0.0b14,9
2019-06-20,marshmallow_version,3.0.0b16,108
2019-06-20,marshmallow_version,3.0.0b18,140
2019-06-20,marshmallow_version,3.0.0b19,612
2019-06-20,marshmallow_version,3.0.0b20,190
2019-06-20,marshmallow_version,3.0.0rc1,133
2019-06-20,marshmallow_version,3.0.0rc2,148
2019-06-20,marshmallow_version,3.0.0rc3,3182
2019-06-20,marshmallow_version,3.0.0rc4,3628
2019-06-20,marshmallow_version,3.0.0rc5,1058
2019-06-20,marshmallow_version,3.0.0rc6,1795
2019-06-20,marshmallow_version,3.0.0rc7,1166
2019-06-20,marshmallow_version,2.1.2-no_linux,1
2019-06-20,marshmallow_version,2.2.0-no_linux,1
2019-06-20,marshmallow_version,2.5.0-no_linux,1
2019-06-20,marshmallow_version,2.7.1-no_linux,1
2019-06-20,marshmallow_version,2.7.2-no_linux,1
2019-06-20,marshmallow_version,2.7.3-no_linux,36
2019-06-20,marshmallow_version,2.9.1-no_linux,1
2019-06-20,marshmallow_version,2.10.3-no_linux,2
2019-06-20,marshmallow_version,2.12.1-no_linux,1
2019-06-20,marshmallow_version,2.12.2-no_linux,1
2019-06-20,marshmallow_version,2.13.0-no_linux,1
2019-06-20,marshmallow_version,2.13.5-no_linux,9
2019-06-20,marshmallow_version,2.13.6-no_linux,11
2019-06-20,marshmallow_version,2.14.0-no_linux,10
2019-06-20,marshmallow_version,2.15.0-no_linux,13
2019-06-20,marshmallow_version,2.15.2-no_linux,2
2019-06-20,marshmallow_version,2.15.3-no_linux,9
2019-06-20,marshmallow_version,2.15.4-no_linux,5
2019-06-20,marshmallow_version,2.15.5-no_linux,2
2019-06-20,marshmallow_version,2.15.6-no_linux,6
2019-06-20,marshmallow_version,2.16.0-no_linux,6
2019-06-20,marshmallow_version,2.16.3-no_linux,62
2019-06-20,marshmallow_version,2.17.0-no_linux,2
2019-06-20,marshmallow_version,2.18.0-no_linux,15
2019-06-20,marshmallow_version,2.18.1-no_linux,8
2019-06-20,marshmallow_version,2.19.0-no_linux,3
2019-06-20,marshmallow_version,2.19.1-no_linux,3
2019-06-20,marshmallow_version,2.19.2-no_linux,61
2019-06-20,marshmallow_version,2.19.4-no_linux,13
2019-06-20,marshmallow_version,2.19.5-no_linux,952
2019-06-20,marshmallow_version,3.0.0b2-no_linux,3
2019-06-20,marshmallow_version,3.0.0b3-no_linux,7
2019-06-20,marshmallow_version,3.0.0b5-no_linux,13
2019-06-20,marshmallow_version,3.0.0b7-no_linux,2
2019-06-20,marshmallow_version,3.0.0b8-no_linux,2
2019-06-20,marshmallow_version,3.0.0b11-no_linux,1
2019-06-20,marshmallow_version,3.0.0b12-no_linux,18
2019-06-20,marshmallow_version,3.0.0b13-no_linux,3
2019-06-20,marshmallow_version,3.0.0b16-no_linux,1
2019-06-20,marshmallow_version,3.0.0b20-no_linux,2
2019-06-20,marshmallow_version,3.0.0rc1-no_linux,1
2019-06-20,marshmallow_version,3.0.0rc2-no_linux,2
2019-06-20,marshmallow_version,3.0.0rc3-no_linux,4
2019-06-20,marshmallow_version,3.0.0rc4-no_linux,6
2019-06-20,marshmallow_version,3.0.0rc5-no_linux,13
2019-06-20,marshmallow_version,3.0.0rc6-no_linux,48
2019-06-20,marshmallow_version,3.0.0rc7-no_linux,82
2019-07-12,combined,py3.6-marshmallow2-no_linux,227
2019-07-12,combined,py3.8-marshmallow2,6
2019-07-12,combined,py3.6-marshmallow2,11850
2019-07-12,combined,py3.5-marshmallow2-no_linux,74
2019-07-12,combined,py2.7-marshmallow3,2554
2019-07-12,combined,py3.4-marshmallow3,15
2019-07-12,combined,py3.7-marshmallow2,7493
2019-07-12,combined,py3.7-marshmallow3-no_linux,108
2019-07-12,combined,py3.7-marshmallow2-no_linux,500
2019-07-12,combined,py3.8-marshmallow2-no_linux,1
2019-07-12,combined,py3.7-marshmallow3,3253
2019-07-12,combined,py3.4-marshmallow2-no_linux,2
2019-07-12,combined,py2.7-marshmallow3-no_linux,6
2019-07-12,combined,py3.5-marshmallow2,1939
2019-07-12,combined,py2.7-marshmallow2-no_linux,95
2019-07-12,combined,py3.5-marshmallow3-no_linux,6
2019-07-12,combined,py3.6-marshmallow3-no_linux,49
2019-07-12,combined,py2.6-marshmallow2,4
2019-07-12,combined,py2.7-marshmallow2,11538
2019-07-12,combined,py3.4-marshmallow2,273
2019-07-12,combined,py3.3-marshmallow2,1
2019-07-12,combined,py3.5-marshmallow3,3506
2019-07-12,combined,py3.6-marshmallow3,5337
2019-07-12,python_major,2,14130
2019-07-12,python_major,3,33686
2019-07-12,python_major,3-no_linux,968
2019-07-12,python_major,2-no_linux,107
2019-07-12,python_minor,3.5-no_linux,80
2019-07-12,python_minor,3.5,5446
2019-07-12,python_minor,3.8,6
2019-07-12,python_minor,3.7,10750
2019-07-12,python_minor,3.4-no_linux,2
2019-07-12,python_minor,3.6,17195
2019-07-12,python_minor,2.7-no_linux,107
2019-07-12,python_minor,3.3,1
2019-07-12,python_minor,3.6-no_linux,276
2019-07-12,python_minor,3.7-no_linux,609
2019-07-12,python_minor,2.7,14126
2019-07-12,python_minor,3.4,288
2019-07-12,python_minor,2.6,4
2019-07-12,python_minor,3.8-no_linux,1
2019-07-12,marshmallow_major,3-no_linux,169
2019-07-12,marshmallow_major,2,33104
2019-07-12,marshmallow_major,2-no_linux,899
2019-07-12,marshmallow_major,3,14665
2019-07-12,marshmallow_version,2.13.5-no_linux,6
2019-07-12,marshmallow_version,3.0.0b18,156
2019-07-12,marshmallow_version,3.0.0b12-no_linux,17
2019-07-12,marshmallow_version,3.0.0b10,35
2019-07-12,marshmallow_version,3.0.0b20-no_linux,2
2019-07-12,marshmallow_version,2.19.1-no_linux,5
2019-07-12,marshmallow_version,2.0.0-no_linux,1
2019-07-12,marshmallow_version,3.0.0b7-no_linux,1
2019-07-12,marshmallow_version,2.1.1,1
2019-07-12,marshmallow_version,2.15.2-no_linux,1
2019-07-12,marshmallow_version,3.0.0rc5-no_linux,13
2019-07-12,marshmallow_version,2.18.1,499
2019-07-12,marshmallow_version,2.11.1,550
2019-07-12,marshmallow_version,2.7.0-no_linux,1
2019-07-12,marshmallow_version,2.10.2,2
2019-07-12,marshmallow_version,2.4.2,37
2019-07-12,marshmallow_version,2.2.1,11
2019-07-12,marshmallow_version,2.16.1,432
2019-07-12,marshmallow_version,3.0.0b11-no_linux,1
2019-07-12,marshmallow_version,2.15.4,461
2019-07-12,marshmallow_version,2.19.2,5630
2019-07-12,marshmallow_version,2.6.0-no_linux,2
2019-07-12,marshmallow_version,2.18.0-no_linux,10
2019-07-12,marshmallow_version,3.0.0b14,10
2019-07-12,marshmallow_version,2.7.1-no_linux,1
2019-07-12,marshmallow_version,2.13.3,1
2019-07-12,marshmallow_version,2.7.1,64
2019-07-12,marshmallow_version,2.13.4,37
2019-07-12,marshmallow_version,2.0.0b2,23
2019-07-12,marshmallow_version,2.6.0,55
2019-07-12,marshmallow_version,3.0.0b5,38
2019-07-12,marshmallow_version,2.10.5,17
2019-07-12,marshmallow_version,2.16.3-no_linux,10
2019-07-12,marshmallow_version,2.15.4-no_linux,4
2019-07-12,marshmallow_version,2.15.0-no_linux,5
2019-07-12,marshmallow_version,3.0.0b6,47
2019-07-12,marshmallow_version,3.0.0b15,1
2019-07-12,marshmallow_version,2.0.0b1,1
2019-07-12,marshmallow_version,2.19.4,66
2019-07-12,marshmallow_version,2.10.3-no_linux,3
2019-07-12,marshmallow_version,2.9.0,40
2019-07-12,marshmallow_version,2.17.0-no_linux,6
2019-07-12,marshmallow_version,3.0.0rc2-no_linux,1
2019-07-12,marshmallow_version,3.0.0b2,30
2019-07-12,marshmallow_version,2.2.0,29
2019-07-12,marshmallow_version,2.0.0,1
2019-07-12,marshmallow_version,3.0.0b5-no_linux,10
2019-07-12,marshmallow_version,3.0.0b4,77
2019-07-12,marshmallow_version,2.15.6-no_linux,1
2019-07-12,marshmallow_version,2.13.6-no_linux,11
2019-07-12,marshmallow_version,2.1.2,6
2019-07-12,marshmallow_version,3.0.0b3,74
2019-07-12,marshmallow_version,2.13.5,484
2019-07-12,marshmallow_version,2.15.3-no_linux,9
2019-07-12,marshmallow_version,3.0.0b19,300
2019-07-12,marshmallow_version,3.0.0rc3-no_linux,4
2019-07-12,marshmallow_version,3.0.0rc1,193
2019-07-12,marshmallow_version,2.17.0,143
2019-07-12,marshmallow_version,2.19.0,526
2019-07-12,marshmallow_version,2.19.5-no_linux,728
2019-07-12,marshmallow_version,3.0.0b13,230
2019-07-12,marshmallow_version,2.1.0,2
2019-07-12,marshmallow_version,3.0.0rc6,2402
2019-07-12,marshmallow_version,2.15.1-no_linux,2
2019-07-12,marshmallow_version,2.12.2-no_linux,2
2019-07-12,marshmallow_version,2.13.4-no_linux,1
2019-07-12,marshmallow_version,3.0.0b11,89
2019-07-12,marshmallow_version,2.9.1,187
2019-07-12,marshmallow_version,3.0.0rc4,5752
2019-07-12,marshmallow_version,2.16.3,2569
2019-07-12,marshmallow_version,3.0.0b7,177
2019-07-12,marshmallow_version,2.15.3,1210
2019-07-12,marshmallow_version,3.0.0b12,299
2019-07-12,marshmallow_version,2.10.0,1
2019-07-12,marshmallow_version,3.0.0b18-no_linux,1
2019-07-12,marshmallow_version,2.12.0,2
2019-07-12,marshmallow_version,2.1.3,2
2019-07-12,marshmallow_version,2.5.0,7
2019-07-12,marshmallow_version,2.15.1,366
2019-07-12,marshmallow_version,3.0.0a1,1
2019-07-12,marshmallow_version,3.0.0b1,30
2019-07-12,marshmallow_version,3.0.0rc6-no_linux,35
2019-07-12,marshmallow_version,2.15.0,968
2019-07-12,marshmallow_version,3.0.0b20,76
2019-07-12,marshmallow_version,2.12.1,17
2019-07-12,marshmallow_version,3.0.0rc2,27
2019-07-12,marshmallow_version,2.19.3,25
2019-07-12,marshmallow_version,2.15.6,318
2019-07-12,marshmallow_version,2.19.2-no_linux,45
2019-07-12,marshmallow_version,2.15.2,165
2019-07-12,marshmallow_version,3.0.0rc8,2465
2019-07-12,marshmallow_version,3.0.0b16,126
2019-07-12,marshmallow_version,2.10.4,24
2019-07-12,marshmallow_version,2.10.4-no_linux,1
2019-07-12,marshmallow_version,2.18.1-no_linux,7
2019-07-12,marshmallow_version,2.16.2,6
2019-07-12,marshmallow_version,2.7.3-no_linux,17
2019-07-12,marshmallow_version,3.0.0rc3,323
2019-07-12,marshmallow_version,2.7.3,326
2019-07-12,marshmallow_version,2.19.0-no_linux,3
2019-07-12,marshmallow_version,2.19.1,199
2019-07-12,marshmallow_version,2.19.5,15030
2019-07-12,marshmallow_version,3.0.0b9,209
2019-07-12,marshmallow_version,2.13.1,46
2019-07-12,marshmallow_version,2.10.3,233
2019-07-12,marshmallow_version,2.7.0,3
2019-07-12,marshmallow_version,3.0.0rc7-no_linux,5
2019-07-12,marshmallow_version,2.6.1,127
2019-07-12,marshmallow_version,2.7.2,44
2019-07-12,marshmallow_version,2.16.1-no_linux,3
2019-07-12,marshmallow_version,3.0.0rc4-no_linux,20
2019-07-12,marshmallow_version,3.0.0rc8-no_linux,57
2019-07-12,marshmallow_version,2.13.6,554
2019-07-12,marshmallow_version,2.14.0-no_linux,12
2019-07-12,marshmallow_version,3.0.0rc7,310
2019-07-12,marshmallow_version,2.12.2,125
2019-07-12,marshmallow_version,2.8.0,9
2019-07-12,marshmallow_version,2.15.5,90
2019-07-12,marshmallow_version,2.3.0,9
2019-07-12,marshmallow_version,3.0.0b8,115
2019-07-12,marshmallow_version,2.18.0,594
2019-07-12,marshmallow_version,3.0.0rc5,1073
2019-07-12,marshmallow_version,3.0.0b6-no_linux,1
2019-07-12,marshmallow_version,3.0.0b19-no_linux,1
2019-07-12,marshmallow_version,2.13.0,62
2019-07-12,marshmallow_version,2.14.0,317
2019-07-12,marshmallow_version,2.16.0,349
2019-07-12,marshmallow_version,2.16.0-no_linux,2
2019-07-12,marshmallow_version,2.4.0,1
2019-07-12,marshmallow_version,2.0.0b4,1
2019-06-03,combined,py3.6-marshmallow3-no_linux,57
2019-06-03,combined,py3.5-marshmallow2-no_linux,125
2019-06-03,combined,py2.7-marshmallow2-no_linux,73
2019-06-03,combined,py3.6-marshmallow2,11891
2019-06-03,combined,py3.4-marshmallow2-no_linux,2
2019-06-03,combined,py3.4-marshmallow2,369
2019-06-03,combined,py3.7-marshmallow2,6673
2019-06-03,combined,py2.6-marshmallow2,3
2019-06-03,combined,py3.6-marshmallow3,4229
2019-06-03,combined,py3.7-marshmallow3,2831
2019-06-03,combined,py3.5-marshmallow3,515
2019-06-03,combined,py3.4-marshmallow3,30
2019-06-03,combined,py2.7-marshmallow2,11123
2019-06-03,combined,py3.5-marshmallow2,2566
2019-06-03,combined,py3.7-marshmallow3-no_linux,98
2019-06-03,combined,py2.7-marshmallow3,2489
2019-06-03,combined,py3.6-marshmallow2-no_linux,317
2019-06-03,combined,py3.7-marshmallow2-no_linux,393
2019-06-03,combined,py3.5-marshmallow3-no_linux,10
2019-06-03,combined,py2.7-marshmallow3-no_linux,17
2019-06-03,python_major,2,13654
2019-06-03,python_major,3-no_linux,1003
2019-06-03,python_major,3,29110
2019-06-03,python_major,2-no_linux,90
2019-06-03,python_minor,3.6-no_linux,374
2019-06-03,python_minor,2.7-no_linux,90
2019-06-03,python_minor,3.7,9505
2019-06-03,python_minor,3.6,16125
2019-06-03,python_minor,3.7-no_linux,492
2019-06-03,python_minor,3.5-no_linux,135
2019-06-03,python_minor,3.4,399
2019-06-03,python_minor,3.4-no_linux,2
2019-06-03,python_minor,2.6,3
2019-06-03,python_minor,3.5,3081
2019-06-03,python_minor,2.7,13651
2019-06-03,marshmallow_major,2-no_linux,910
2019-06-03,marshmallow_major,2,32625
2019-06-03,marshmallow_major,3-no_linux,182
2019-06-03,marshmallow_major,3,10094
2019-06-03,marshmallow_version,3.0.0b19,243
2019-06-03,marshmallow_version,2.17.0-no_linux,1
2019-06-03,marshmallow_version,2.6.1,158
2019-06-03,marshmallow_version,2.9.0,28
2019-06-03,marshmallow_version,2.7.3-no_linux,6
2019-06-03,marshmallow_version,2.0.0b2,5
2019-06-03,marshmallow_version,2.16.2,21
2019-06-03,marshmallow_version,2.15.5,88
2019-06-03,marshmallow_version,2.15.2-no_linux,1
2019-06-03,marshmallow_version,2.7.0,2
2019-06-03,marshmallow_version,2.15.6-no_linux,11
2019-06-03,marshmallow_version,3.0.0b10,34
2019-06-03,marshmallow_version,2.17.0,191
2019-06-03,marshmallow_version,3.0.0rc6,3566
2019-06-03,marshmallow_version,2.19.0-no_linux,4
2019-06-03,marshmallow_version,3.0.0b5,73
2019-06-03,marshmallow_version,3.0.0b9,41
2019-06-03,marshmallow_version,3.0.0b6,20
2019-06-03,marshmallow_version,2.15.4,520
2019-06-03,marshmallow_version,3.0.0b3-no_linux,1
2019-06-03,marshmallow_version,2.4.2,8
2019-06-03,marshmallow_version,3.0.0b14,4
2019-06-03,marshmallow_version,3.0.0b5-no_linux,8
